@RELATION sentiment
@ATTRIBUTE F1 REAL
@ATTRIBUTE F2 REAL
@ATTRIBUTE F3 REAL
@ATTRIBUTE F4 REAL
@ATTRIBUTE RESULT {0,1}

@DATA
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.35219,-0.19821,1,1,1
0.31924,-0.19821,1,1,1
1.1352,-0.19821,1.5,1,1
0.93754,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.94619,-0.19821,1.5,1,1
0.67593,-0.19821,1,1,1
0.68916,-0.19821,1,1,1
1.8224,-0.19821,1.5,1,1
0.71692,-0.19821,1,1,1
2.29383,-0.19821,1.5,1,1
2.29383,-0.19821,1.5,1,1
1.57722,-0.19821,1.5,1,1
0.67593,-0.19821,1,1,1
2.1198,-0.19821,2.25,1,1
1.36176,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.83806,-0.19821,1,1,1
1.83806,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.78429,-0.19821,1,1,1
1.11214,-0.19821,1,1,1
0,-0.19821,1,1,1
1.07932,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.31695,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
2.31759,-0.19821,3.375,1,1
2.45313,-0.19821,1,1,1
0.80871,-0.19821,1,1,1
2.34651,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.61887,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
1.67654,-0.19821,2.25,1,1
0.77979,-0.19821,1,1,1
1.66165,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
2.92455,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.84389,-0.19821,1,1,1
0.93754,-0.19821,2.25,1,1
2.08269,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.80058,-0.19821,1.5,1,1
1.09654,-0.19821,2.25,1,1
0.8478,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
2.00356,-0.19821,1.5,1,1
1.24661,-0.19821,1,1,1
0.21734,-0.19821,1.5,1,1
0.95421,-0.19821,1,1,1
1.42072,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.67593,-0.19821,1,1,1
1.49452,-0.19821,1.5,1,1
0.78147,-0.19821,1,1,1
0.10492,-0.19821,1,1,1
1.09101,-0.19821,3.375,1,1
2.0091,-0.19821,1.5,1,1
1.56449,-0.19821,1.5,1,1
1.07347,-0.19821,2.25,1,1
2.29879,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.7439,-0.19821,1.5,1,1
1.24661,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
1.72908,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
2.34422,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.88356,-0.19821,2.25,1,1
1.23788,-0.19821,2.25,1,1
1.41886,-0.19821,1.5,1,1
0.89984,-0.19821,1.5,1,1
0.79801,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.72513,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.8209,-0.19821,2.25,1,1
2.5894,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.84389,-0.19821,1,1,1
1.30193,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
1.68009,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
1.32279,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.57144,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.67593,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.89327,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7619,-0.19821,1.5,1,1
1.38031,-0.19821,3.375,1,1
1.46359,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.67593,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.76148,-0.19821,1.5,1,1
2.3884,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.22032,-0.19821,2.25,1,1
0.8754,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7619,-0.19821,1.5,1,1
0.94957,-0.19821,1.5,1,1
1.11675,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.19438,-0.19821,1,1,1
0.82122,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
3.46952,-0.19821,1.5,1,1
1.15376,-0.19821,5.0625,1,1
0.7202,-0.19821,1.5,1,1
1.35834,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.77426,-0.19821,2.25,1,1
0.93754,-0.19821,2.25,1,1
0.89003,-0.19821,1.5,1,1
0.88306,-0.19821,2.25,1,1
1.32493,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.49728,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.93114,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.79312,-0.19821,3.375,1,1
1.82835,-0.19821,3.375,1,1
0.98489,-0.19821,1.5,1,1
1.52228,-0.19821,3.375,1,1
1.3728,-0.19821,1,1,1
0.96621,-0.19821,1.5,1,1
1.42671,-0.19821,1,1,1
0.59491,-0.19821,1,1,1
1.52228,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.94947,-0.19821,2.25,1,1
0.71692,-0.19821,1,1,1
0.99628,-0.19821,1.5,1,1
1.04973,-0.19821,3.375,1,1
0.84389,-0.19821,1.5,1,1
1.90972,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.24661,-0.19821,1,1,1
1.88948,-0.19821,2.25,1,1
1.63482,-0.19821,2.25,1,1
1.24822,-0.19821,1,1,1
0.90047,-0.19821,2.25,1,1
0.88708,-0.19821,1.5,1,1
2.28328,-0.19821,1.5,1,1
0.21734,-0.19821,1,1,1
1.18539,-0.19821,1,1,1
1.41803,-0.19821,1.5,1,1
0.74339,-0.19821,1.5,1,1
1.99845,-0.19821,1,1,1
0.21734,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
0.57887,-0.19821,1.5,1,1
0.59491,-0.19821,1,1,1
0.59491,-0.19821,1,1,1
0.67593,-0.19821,1,1,1
2.35353,-0.19821,1.5,1,1
0.95843,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
2.12234,-0.19821,1,1,1
0.84389,-0.19821,1.5,1,1
1.74843,-0.19821,2.25,1,1
0.84264,-0.19821,1,1,1
0.78802,-0.19821,1,1,1
0.84264,-0.19821,1.5,1,1
0.44097,-0.19821,1,1,1
0.92491,-0.19821,1.5,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
